FRAMES,FP1_FORCE_X,FP1_FORCE_Y,FP1_FORCE_Z,FP1_COFP_X,FP1_COFP_Y,FP1_COFP_Z,FP1_FREEMOMENT_Z,FP2_FORCE_X,FP2_FORCE_Y,FP2_FORCE_Z,FP2_COFP_X,FP2_COFP_Y,FP2_COFP_Z,FP2_FREEMOMENT_Z,f_Heel_contact_1,f_Toe_off_1,f_Heel_contact_2,f_Toe_off_2
3872,-4.382809144748424e-31,9.583320395927019e-30,6.152166736295329e-29,,,,1.4392755940338971e-30,8.149787896668686e-07,-5.797486489152805e-06,-5.3671122948449515e-06,,,,8.014238087019057e-07,948,2382,2185,3578
3873,-7.734991338476931e-31,9.771185314847815e-30,6.33183113842884e-29,,,,1.5811097684655317e-30,6.846701931562642e-07,-5.344847488380465e-06,-4.5968349867949525e-06,,,,7.95574973877414e-07,948,2382,2185,3578
3874,-1.0701836652119417e-30,9.816550058974037e-30,6.414225926217817e-29,,,,1.690405249899838e-30,5.565823426139389e-07,-4.861511019511533e-06,-3.832568299986238e-06,,,,7.799225835528249e-07,948,2382,2185,3578
3875,-1.327771242934371e-30,9.730950317278552e-30,6.406559372923538e-29,,,,1.768515075563721e-30,4.321847972173894e-07,-4.356346903821537e-06,-3.083696645065716e-06,,,,7.555033341910229e-07,948,2382,2185,3578
3876,-1.5462527497692116e-30,9.526636124326083e-30,6.316592632668464e-29,,,,1.8170809675042107e-30,3.127743124924046e-07,-3.837752995893046e-06,-2.358606726876132e-06,,,,7.233792399180494e-07,948,2382,2185,3578
3877,-1.7261261912350573e-30,9.216352473981733e-30,6.152492212831949e-29,,,,1.837987515898965e-30,1.9947275097967404e-07,-3.3135865999625396e-06,-1.6646638319502497e-06,,,,6.846217276397365e-07,948,2382,2185,3578
3878,-1.868347104406373e-30,8.813132188455362e-30,5.922689748691895e-29,,,,1.8333171155130333e-30,9.322743517168862e-08,-2.7911087200297797e-06,-1.0082033586948243e-06,,,,6.402969633749182e-07,948,2382,2185,3578
3879,-1.974277261493603e-30,8.330102682010887e-30,5.635750274724444e-29,,,,1.805306174713383e-30,-5.186269623860781e-09,-2.2769407737609292e-06,-3.945364031737676e-07,,,,5.91452495055844e-07,948,2382,2185,3578
3880,-2.045632477469496e-30,7.780307939296436e-30,5.300249975345183e-29,,,,1.7563030557870802e-30,-9.516036564621012e-08,-1.7770332703096126e-06,1.7203186760195072e-07,,,,5.391052727481443e-07,948,2382,2185,3578
3881,-2.0844302737532504e-30,7.176546718957609e-30,4.924664191525762e-29,,,,1.6887281438646444e-30,-1.7624785642054173e-07,-1.296645839797303e-06,6.881723806614895e-07,,,,4.842310842223288e-07,948,2382,2185,3578
3882,-2.0929380878511487e-30,6.531227697129247e-30,4.517266260871757e-29,,,,1.605036380388747e-30,-2.481548374491387e-07,-8.403379072999864e-07,1.1514922217392535e-06,,,,4.277554222557467e-07,948,2382,2185,3578
3883,-2.07362265309077e-30,5.856241985269314e-30,4.0860375793380334e-29,,,,1.5076825365775712e-30,-3.107312775381636e-07,-4.1196922652292807e-07,1.5604859759782436e-06,,,,3.705457801123999e-07,948,2382,2185,3578
3884,-2.0291011043375525e-30,5.162853194873062e-30,3.638589094435732e-29,,,,1.3990894434209912e-30,-3.63960721516844e-07,-1.4709427449398702e-08,1.914479716897568e-06,,,,3.134053534581287e-07,948,2382,2185,3578
3885,-1.962094295942643e-30,4.461604979729443e-30,3.182094273916501e-29,,,,1.2816193380446137e-30,-4.079491394402831e-07,3.4894431251574653e-07,2.213568994299747e-06,,,,2.570681106078288e-07,948,2382,2185,3578
3886,-1.8753827481597217e-30,3.7622457659805236e-30,2.7232334415925065e-29,,,,1.1575484323280296e-30,-4.429131392690458e-07,6.771423938133931e-07,2.4585521345879284e-06,,,,2.021951785257354e-07,948,2382,2185,3578
3887,-1.7717655688238987e-30,3.0736701823456238e-30,2.2681492339856575e-29,,,,1.0290447589335655e-30,-4.691677497999055e-07,9.68651651326393e-07,2.6508601159159524e-06,,,,1.4937247943649766e-07,948,2382,2185,3578
3888,-1.6540226290588613e-30,2.403876528122746e-30,1.822412808460821e-29,,,,8.98149302773384e-31,-4.871139685953983e-07,1.2228188788524045e-06,2.7924842175439415e-06,,,,9.910954225371834e-08,948,2382,2185,3578
3889,-1.5248802059293563e-30,1.759939465274073e-30,1.3910003257088023e-29,,,,7.667603827198292e-31,-4.97226256134658e-07,1.4395299473656741e-06,2.8859025695562005e-06,,,,5.183940426909794e-08,948,2382,2185,3578
3890,-1.3869802419522109e-30,1.1479969930044164e-30,9.782791370038964e-30,,,,6.36621209273804e-31,-5.000401426869937e-07,1.6191654212607478e-06,2.9340066475296225e-06,,,,7.91951162217776e-09,948,2382,2185,3578
3891,-1.2428533117941235e-30,5.732506584161417e-31,5.880030294590947e-30,,,,5.093105091032796e-31,-4.961400987851728e-07,1.7625535451919713e-06,2.9400286685861506e-06,,,,-3.236647807899911e-08,948,2382,2185,3578
3892,-1.0948953307990312e-30,3.997787446575762e-32,2.2331582024260827e-30,,,,3.8623607693461273e-31,-4.861478039265476e-07,1.8709214339314562e-06,2.907470752223979e-06,,,,-6.880609107639696e-08,948,2382,2185,3578
3893,-9.453479885913075e-31,-4.484448442890286e-31,-1.1323745706270697e-30,,,,2.6863108924517128e-31,-4.707109315205275e-07,1.9458452501179524e-06,2.8400366130192235e-06,,,,-1.012547326797991e-07,948,2382,2185,3578
3894,-7.962828441938806e-31,-8.895089578304274e-31,-4.196925646931939e-30,,,,1.5755299252998608e-31,-4.5049255137619734e-07,1.9892001011016132e-06,2.741566454247364e-06,,,,-1.2963178473482238e-07,948,2382,2185,3578
3895,-6.495889770983121e-31,-1.2815325392167898e-30,-6.94642083061431e-30,,,,5.388476150763969e-32,-4.261612344104706e-07,2.003110327520167e-06,2.61597563310937e-06,,,,-1.539162067243163e-07,948,2382,2185,3578
3896,-5.069640516619172e-31,-1.623611728885599e-30,-9.372062632833948e-30,,,,-4.166169064635211e-32,-3.983819279606717e-07,1.9899007939460054e-06,2.4671975708619837e-06,,,,-1.7414173968822007e-07,948,2382,2185,3578
3897,-3.69908620144797e-31,-1.915566244487206e-30,-1.14699952709711e-29,,,,-1.28540177276313e-31,-3.6780765428992775e-07,1.952049727044766e-06,2.2991312859229292e-06,,,,-1.903918088515969e-07,948,2382,2185,3578
3898,-2.397234626269366e-31,-2.157880157510722e-30,-1.3240934182275554e-29,,,,-2.0636321126120626e-31,-3.350720697411013e-07,1.892143580245851e-06,2.1155938359992887e-06,,,,-2.0279421659397142e-07,948,2382,2185,3578
3899,-1.1750973988841516e-31,-2.3516391062023004e-30,-1.4689767867951813e-29,,,,-2.7489352099531146e-31,-3.0078290766476864e-07,1.8128343369354542e-06,1.920277867389749e-06,,,,-2.1151571231216088e-07,948,2382,2185,3578
3900,-4.171717962928675e-33,-2.498465060924907e-30,-1.5825139576983795e-29,,,,-3.3403434314209516e-31,-2.655163148362222e-07,1.7167995975571134e-06,1.71671438662601e-06,,,,-2.1675651995943056e-07,948,2382,2185,3578
3901,9.957818969579534e-32,-2.6004496948443917e-30,-1.6659015961191288e-29,,,,-3.838187219160394e-31,-2.2981207868104637e-07,1.6067057305753677e-06,1.5082407922019991e-06,,,,-2.1874489771928576e-07,948,2382,2185,3578
3902,1.93212324889708e-31,-2.660087341311753e-30,-1.7206249395002004e-29,,,,-4.243980379645355e-31,-1.9416973132262643e-07,1.485174303770056e-06,1.2979741328202405e-06,,,,-2.17731797521657e-07,948,2382,2185,3578
3903,2.7637889893144067e-31,-2.6802084411737986e-30,-1.7484140166010704e-29,,,,-4.5602998091945995e-31,-1.5904550630171792e-07,1.3547519514391813e-06,1.0887894937675514e-06,,,,-2.1398568505629732e-07,948,2382,2185,3578
3904,3.4889158567989016e-31,-2.663914300059137e-30,-1.751200421609398e-29,,,,-4.790661686796644e-31,-1.2485011483230244e-07,1.217883775364297e-06,8.833033550032644e-07,,,,-2.0778757369993034e-07,948,2382,2185,3578
3905,4.107178575225894e-31,-2.6145138889600465e-30,-1.731075155777911e-29,,,,-4.939396037845004e-31,-9.194730066555566e-08,1.0768903233122273e-06,6.838617134762094e-07,,,,-1.9942631845955928e-07,948,2382,2185,3578
3906,4.619663222737405e-31,-2.53546333258751e-30,-1.6902479916362817e-29,,,,-5.011521431531402e-31,-6.065312603423133e-08,9.339481388008277e-07,4.925327181507715e-07,,,,-1.8919420874552543e-07,948,2382,2185,3578
3907,5.028733099465111e-31,-2.4303086403469918e-30,-1.6310087564002686e-29,,,,-5.012621422949744e-31,-3.123593572707784e-08,7.910738301492022e-07,3.111035291893745e-07,,,,-1.7738289161661356e-07,948,2382,2185,3578
3908,5.337889468909216e-31,-2.3026321455937573e-30,-1.5556908726082703e-29,,,,-4.9487241913142435e-31,-3.916942067154123e-09,6.50111565687074e-07,1.4108108259254213e-07,,,,-1.6427965016859499e-07,948,2382,2185,3578
3909,5.551629412219098e-31,-2.156003031196075e-30,-1.4666374360311401e-29,,,,-4.82618666083479e-31,2.1128629603119352e-08,5.127238655584891e-07,-1.6303581857333375e-08,,,,-1.5016405504028887e-07,948,2382,2185,3578
3910,5.675302881501996e-31,-1.9939322343645236e-30,-1.366170054223752e-29,,,,-4.651584223299568e-31,4.376989744656903e-08,3.803855288931944e-07,-1.6008778853176688e-07,,,,-1.353050006509534e-07,948,2382,2185,3578
3911,5.714970871181751e-31,-1.8198319420795568e-30,-1.256560614339009e-29,,,,-4.4316070136815525e-31,6.391824531140645e-08,2.543805082383747e-07,-2.8956685988465334e-07,,,,-1.1995813181326433e-07,948,2382,2185,3578
3912,5.677266448693983e-31,-1.6369798110313006e-30,-1.1400060965515294e-29,,,,-4.172963524304323e-31,8.152487442206268e-08,1.3580152098522568e-07,-4.0428129169439935e-07,,,,-1.0436366083135846e-07,948,2382,2185,3578
3913,5.569260200642863e-31,-1.4484879734197642e-30,-1.0186065001054043e-29,,,,-3.882292181253876e-31,9.65780478005762e-08,2.5552169974265188e-08,-5.040018448457629e-07,,,,-8.874457012808849e-08,948,2382,2185,3578
3914,5.398331460987204e-31,-1.2572768227769706e-30,-8.94345902996857e-30,,,,-3.5660813505680657e-31,1.0910008923855837e-07,-7.564866764442165e-08,-5.887129239321677e-07,,,,-7.330519087540102e-08,948,2382,2185,3578
3915,5.172046496697995e-31,-1.0660535125772864e-30,-7.690766339406982e-30,,,,-3.2305980928113246e-31,1.1914419655856688e-07,-1.6726043309290065e-07,-6.58594603640281e-07,,,,-5.823014404366752e-08,948,2382,2185,3578
3916,4.898044636244262e-31,-8.77295045100686e-31,-6.445064967879221e-30,,,,-2.8818258442625824e-31,1.2679112622607997e-07,-2.489127148698028e-07,-7.140036506787194e-07,,,,-4.368362674884327e-08,948,2382,2185,3578
3917,4.583933139591666e-31,-6.932357790034744e-31,-5.2218895312871884e-30,,,,-2.525411072199542e-31,1.3214580318459275e-07,-3.2039556972890055e-07,-7.554538724329616e-07,,,,-2.980902376196148e-08,948,2382,2185,3578
3918,4.237191427265415e-31,-5.158591414314406e-31,-4.035161385320407e-30,,,,-2.1666188315258887e-31,1.3533390617141481e-07,-3.816485893416701e-07,-7.835961040711057e-07,,,,-1.6728821548262784e-08,948,2382,2185,3578
3919,3.8650851123098265e-31,-3.4689329428971355e-31,-2.897145617786844e-30,,,,-1.8102970409224706e-31,1.364984748136081e-07,-4.3274896091897563e-07,-7.991981239867742e-07,,,,-4.544800211549753e-09,948,2382,2185,3578
3920,3.474590114289962e-31,-1.8781047438634104e-31,-1.81843314521161e-30,,,,-1.460849199270775e-31,1.357965805826093e-07,-4.738987619714883e-07,-8.031247637315493e-07,,,,6.6615227840736684e-09,948,2382,2185,3578
3921,3.072326980189911e-31,-3.9829703441952627e-32,-8.079460097946268e-31,,,,-1.1222151775691202e-31,1.3339609927944284e-07,-5.05411718871797e-07,-7.963184534283807e-07,,,,1.6828224280139917e-08,948,2382,2185,3578
3922,2.6645053942811095e-31,9.607745381213291e-32,1.2703616560755023e-31,,,,-7.978596480334115e-32,1.2947261820290545e-07,-5.276996462855174e-07,-7.797804175166629e-07,,,,2.5912110239742117e-08,948,2382,2185,3578
3923,2.256878728631957e-31,2.191784173168329e-31,9.80830707015826e-31,,,,-4.9076765047640186e-32,1.2420650658881048e-07,-5.412587702040224e-07,-7.545527089809201e-07,,,,3.388768166272353e-08,948,2382,2185,3578
3924,1.8547083685422037e-31,3.2896874575892015e-31,1.7492896098572922e-30,,,,-2.0344674617464826e-32,1.1778017336223723e-07,-5.466561215712548e-07,-7.217012433514568e-07,,,,4.074595935858506e-08,948,2382,2185,3578
3925,1.4627374432250891e-31,4.251592594015353e-31,2.4297226868968727e-30,,,,6.206482908976596e-33,1.1037553177404359e-07,-5.445161706748098e-07,-6.822999670987862e-07,,,,4.649319480155515e-08,948,2382,2185,3578
3926,1.085173501730519e-31,5.076614712119208e-31,3.0208083784063737e-30,,,,3.041846287530611e-32,1.0217168614914904e-07,-5.355078548769801e-07,-6.374162689026301e-07,,,,5.114949345118424e-08,948,2382,2185,3578
3927,7.256795974139121e-32,5.765716588448596e-31,3.522494429028797e-30,,,,5.217677092012493e-32,9.33428518027135e-08,-5.203321341882258e-07,-5.880977169545941e-07,,,,5.4747375810685835e-08,948,2382,2185,3578
3928,3.8737318103996554e-32,6.321538993464519e-31,3.935890579459994e-30,,,,7.14084234381997e-32,8.405651522068147e-08,-4.997101909083352e-07,-5.353601812093841e-07,,,,5.733030015140874e-08,948,2382,2185,3578
3929,7.283215254091778e-33,6.748223744912586e-31,4.2631553417126656e-30,,,,8.807936108529726e-32,7.44718378864802e-08,-4.7437237133336417e-07,-4.80177376554934e-07,,,,5.895116929248839e-08,948,2382,2185,3578
3930,-2.158926159451874e-32,7.051232379142916e-31,4.507378827335468e-30,,,,1.0219157833371914e-31,6.473830369321777e-08,-4.4504794958104036e-07,-4.234718414135413e-07,,,,5.9670842126451e-08,948,2382,2185,3578
3931,-4.772589984433878e-32,7.237163161029313e-31,4.672463481523842e-30,,,,1.1378003040190675e-31,5.4994606731930696e-08,-4.124557761320871e-07,-3.6610734646548483e-07,,,,5.955666875984485e-08,948,2382,2185,3578
3932,-7.102103015362874e-32,7.313568943193442e-31,4.763004445536943e-30,,,,1.22909376547029e-31,4.5367773407072524e-08,-3.77295856904156e-07,-3.088827101209269e-07,,,,5.868106622693485e-08,948,2382,2185,3578
3933,-9.141476487404051e-32,7.288778160646938e-31,4.7841711281148424e-30,,,,1.2967061580981374e-31,3.5972510310952316e-08,-3.402418927286669e-07,-2.525269811397996e-07,,,,5.7120149766465684e-08,948,2382,2185,3578
3934,-1.088898786423002e-31,7.1717210118778345e-31,4.741591416459893e-30,,,,1.341776679216755e-31,2.6910767094634455e-08,-3.0193479412432853e-07,-1.976959344664474e-07,,,,5.4952432656803734e-08,948,2382,2185,3578
3935,-1.2346840195959602e-31,6.971762635764165e-31,4.641239801465022e-30,,,,1.3656394830997189e-31,1.8271501704637136e-08,-2.629771723658511e-07,-1.449698139305504e-07,,,,5.22576056115078e-08,948,2382,2185,3578
3936,-1.352079962824662e-31,6.698544849183695e-31,4.4893305327473774e-30,,,,1.3697898205046711e-31,1.0130633809067222e-08,-2.2392879512030503e-07,-9.485224496591703e-08,,,,4.911540477123645e-08,948,2382,2185,3578
3937,-1.4419817614838187e-31,6.361837766214709e-31,4.292216759014511e-30,,,,1.355850972962971e-31,2.5511710061859018e-09,-1.853029834320239e-07,-4.777023188709458e-08,,,,4.5604575412029314e-08,948,2382,2185,3578
3938,-1.5055644026549313e-31,5.971402379501455e-31,4.056296450501287e-30,,,,1.3255423423567086e-31,-4.4165085180583764e-09,-1.4756391662367192e-07,-4.075147491285263e-09,,,,4.18019366449288e-08,948,2382,2185,3578
3939,-1.544243694061502e-31,5.536864950490585e-31,3.787925744619408e-30,,,,1.2806490106756125e-31,-1.0734233853146265e-08,-1.111248027695881e-07,3.595538224902084e-08,,,,3.7781550625505756e-08,948,2382,2185,3578
3940,-1.559637444529845e-31,5.067603830310219e-31,3.493340205300772e-30,,,,1.2229930390212305e-31,-1.6375497079679902e-08,-7.634686479241882e-08,7.211479895481314e-08,,,,3.3613998139314684e-08,948,2382,2185,3578
3941,-1.553527331467985e-31,4.572649119214216e-31,3.1785843423217895e-30,,,,1.1544067295152424e-31,-2.1324804276650183e-08,-4.353908592268954e-08,1.0426424035618536e-07,,,,2.9365760893193956e-08,948,2382,2185,3578
3942,-1.5278218906567566e-31,4.06059537157619e-31,2.8494496004851293e-30,,,,1.076708029325599e-31,-2.5576939131439994e-08,-1.2958653215000508e-08,1.3232857910175632e-07,,,,2.5098709432626778e-08,948,2382,2185,3578
3943,-1.484521012083218e-31,3.5395273668945146e-31,2.511420901012206e-30,,,,9.916782130414924e-32,-2.9136156122616728e-08,1.518796600835833e-08,1.5629197332027913e-07,,,,2.0869694329589923e-08,948,2382,2185,3578
3944,-1.4256822734007018e-31,3.0169587963495026e-31,2.1696316997592153e-30,,,,9.010419385382807e-32,-3.2015319713750015e-08,4.0743382569939855e-08,1.761930280832033e-07,,,,1.673023714856424e-08,948,2382,2185,3578
3945,-1.3533893905969055e-31,2.4997835600229753e-31,1.828827419603828e-30,,,,8.064497326473871e-32,-3.42350052970742e-08,6.359714804026984e-08,1.9211966352003574e-07,,,,1.2726316703555786e-08,948,2382,2185,3578
3946,-1.2697230142526053e-31,1.994239232545244e-31,1.4933370180566055e-30,,,,7.094629266940289e-32,-3.582257678211398e-08,8.368319138721988e-08,2.04203780990616e-07,,,,8.89824526688426e-09,948,2382,2185,3578
3947,-1.1767340499733036e-31,1.5058821349999493e-31,1.1670523661440563e-30,,,,6.115410285377957e-32,-3.681125475960463e-08,1.0097689909963074e-07,2.1261581355706637e-07,,,,5.280628680027488e-09,948,2382,2185,3578
3948,-1.0764196337003038e-31,1.0395733484649128e-31,8.534150410295771e-31,,,,5.14031487340177e-32,-3.7239188107959776e-08,1.1549190692297984e-07,2.1755924115924733e-07,,,,1.9024037451168446e-09,948,2382,2185,3578
3949,-9.707018471124752e-32,5.994749194364909e-32,5.554100726649497e-31,,,,4.181617800261912e-32,-3.714854077029527e-08,1.2727666928218543e-07,2.1926514451428274e-07,,,,-1.2130541616446815e-09,948,2382,2185,3578
3950,-8.6140921560187e-32,1.8905543920448037e-32,2.755661338331582e-31,,,,3.2503372438892864e-32,-3.658460423583883e-08,1.364108697238768e-07,2.1798686496208984e-07,,,,-4.0477606220917e-09,948,2382,2185,3578
3951,-7.502609916632678e-32,-1.8889587254479705e-32,1.596162295614199e-32,,,,2.3561990304154967e-32,-3.5594945030577977e-08,1.4300173238100834e-07,2.1399483038820578e-07,,,,-6.5888964082461275e-09,948,2382,2185,3578
3952,-6.388541902304294e-32,-5.322474857418691e-32,-2.217639404146276e-31,,,,1.5076206494111798e-32,-3.4228595277095296e-08,1.4718029063956881e-07,2.075716000892144e-07,,,,-8.828534042353544e-09,948,2382,2185,3578
3953,-5.286533097067189e-32,-8.394972067288816e-32,-4.36393806945756e-31,,,,7.117135694127621e-33,-3.253529314018554e-08,1.4909766496184713e-07,1.9900717411372865e-07,,,,-1.0763324280980832e-08,948,2382,2185,3578
3954,-4.2098264329961457e-32,-1.1097380885022063e-31,-6.271137852512409e-31,,,,-2.5697733124451126e-34,-3.0564778749010455e-08,1.4892139728217616e-07,1.8859460531376922e-07,,,,-1.2394149992017073e-08,948,2382,2185,3578
3955,-3.170210598445256e-32,-1.3426195338305523e-31,-7.93488536824483e-31,,,,-7.00041699714201e-33,-2.8366149992605587e-08,1.4683188462470724e-07,1.7662594516907563e-07,,,,-1.3725754680212767e-08,948,2382,2185,3578
3956,-2.1779911160646373e-32,-1.5383045038488981e-31,-9.354349822538297e-31,,,,-1.30795229171464e-32,-2.598728143625592e-08,1.430189496796641e-07,1.633885474825663e-07,,,,-1.4766352627877751e-08,948,2382,2185,3578
3957,-1.2419830854234076e-32,-1.697423717516371e-31,-1.0531934088140862e-30,,,,-1.8472100154324625e-32,-2.3474308512685777e-08,1.376785810907867e-07,1.4916174736129386e-07,,,,-1.5527227262726886e-08,948,2382,2185,3578
3958,-3.695238411109545e-33,-1.8210276909650358e-31,-1.1472968490875265e-30,,,,-2.316673118948704e-32,-2.0871178113582075e-08,1.3100987122283993e-07,1.3421392655652252e-07,,,,-1.6022323954789127e-08,948,2382,2185,3578
3959,4.334963318724875e-33,-1.9105374215055444e-31,-1.2185392741919756e-30,,,,-2.716200687664627e-32,-1.8219265751463336e-08,1.232121742586699e-07,1.1879997029188038e-07,,,,-1.6267842988805788e-08,948,2382,2185,3578
3960,1.1625873593477515e-32,-1.9676944701398953e-31,-1.2679431142976686e-30,,,,-3.0465693235390223e-32,-1.5557058585487312e-08,1.1448250267855424e-07,1.0315911520319165e-07,,,,-1.6281837967399758e-08,948,2382,2185,3578
3961,1.8145983939633587e-32,-1.994511140086588e-31,-1.2967265842089614e-30,,,,-3.30938503271947e-32,-1.2919902812077924e-08,1.0501317555218847e-07,8.751318298148619e-08,,,,-1.608382438289107e-08,948,2382,2185,3578
3962,2.387644678992528e-32,-1.993221388240646e-31,-1.3062712536646314e-30,,,,-3.50699187009194e-32,-1.0339813215389803e-08,9.498972767059352e-08,7.206518977670476e-08,,,,-1.569440256089977e-08,948,2382,2185,3578
