FRAMES,FP1_FORCE_X,FP1_FORCE_Y,FP1_FORCE_Z,FP1_COFP_X,FP1_COFP_Y,FP1_COFP_Z,FP1_FREEMOMENT_Z,FP2_FORCE_X,FP2_FORCE_Y,FP2_FORCE_Z,FP2_COFP_X,FP2_COFP_Y,FP2_COFP_Z,FP2_FREEMOMENT_Z,f_Heel_contact_1,f_Toe_off_1,f_Heel_contact_2,f_Toe_off_2
985,3.201765616044658,-2.853551590611083,48.351112634479776,0.26689,0.11854,0.0,0.23082896535834815,1.2994391267896086e-25,-2.1475743285066514e-24,-2.0669162397595203e-23,,,,-5.969527519034323e-25,948,2382,2185,3578
986,3.249578227110229,-3.0969136659638274,48.366735471380146,0.26689,0.11879,0.0,0.23333015266529464,2.3076329893912575e-25,-2.534500477147675e-24,-2.5856441249974616e-23,,,,-6.9147866729656285e-25,948,2382,2185,3578
987,3.287884757657725,-3.3516062821610886,48.34739418253053,0.26696,0.11892,0.0,0.23588262363842225,3.3769157870080565e-25,-2.921536546363333e-24,-3.1160136881579046e-23,,,,-7.850082295847313e-25,948,2382,2185,3578
988,3.3166092327857184,-3.6169473352675654,48.29825586955047,0.26709,0.11892,0.0,0.2384885079284329,4.4978353502242875e-25,-3.303215417333111e-24,-3.6516016296754555e-23,,,,-8.761251615423526e-25,948,2382,2185,3578
989,3.335756057288879,-3.8921722099576352,48.22442139523062,0.26718,0.11892,0.0,0.24114919831491513,5.65932983841535e-25,-3.673637428058345e-24,-4.185313530936383e-23,,,,-9.633156374296988e-25,948,2382,2185,3578
990,3.3454091175985745,-4.176438496291515,48.13086656680725,0.26716,0.11893,0.0,0.2438653412252961,6.848734612297526e-25,-4.026513645568458e-24,-4.7094218507947e-23,,,,-1.0449806361576395e-24,948,2382,2185,3578
991,3.3457300444016758,-4.4688312309189655,48.02238824698856,0.26714,0.11893,0.0,0.24663682965646855,8.051812428348153e-25,-4.355218670747778e-24,-5.2156164151410686e-23,,,,-1.1194506487932649e-24,948,2382,2185,3578
992,3.3369556789069614,-4.768368618934781,47.903555965653,0.26718,0.11915,0.0,0.24946279870452423,9.252808696361197e-25,-4.652853114876043e-24,-5.695067846658042e-23,,,,-1.1850027511832157e-24,948,2382,2185,3578
993,3.3193947939105537,-5.0740081930946905,47.77866947517318,0.26723,0.11936,0.0,0.25234162394500975,1.0434533348620233e-24,-4.912315763034964e-24,-6.13850424034202e-23,,,,-1.2398800200024448e-24,948,2382,2185,3578
994,3.2934241274765714,-5.384653367535508,47.65172256216802,0.26728,0.11951,0.0,0.25527092293287007,1.1578470636548085e-24,-5.126385303853541e-24,-6.536301231332326e-23,,,,-1.2823132353549017e-24,948,2382,2185,3578
995,3.2594837924633047,-5.6991603434397655,47.526373301070926,0.26733,0.11963,0.0,0.25824756007638733,1.2664917897817016e-24,-5.287811358474629e-24,-6.878585425685715e-23,,,,-1.310544775404941e-24,948,2382,2185,3578
996,3.218072129642067,-6.0163453241233125,47.40592081276294,0.26732,0.1196,0.0,0.26126765508654753,1.3673154023894597e-24,-5.3894143851847505e-24,-7.155350972891853e-23,,,,-1.3228545687076005e-24,948,2382,2185,3578
997,3.1697400759116197,-6.334991996583087,47.29328847686367,0.26727,0.11945,0.0,0.264326595147068,1.4581638005555868e-24,-5.424193871156211e-24,-7.35658885237458e-23,,,,-1.3175879282944841e-24,948,2382,2185,3578
998,3.1150851219495617,-6.653859235380174,47.19101344093988,0.2672,0.1194,0.0,0.2674190509303144,1.5368237543333252e-24,-5.3854440507450236e-24,-7.47242822652055e-23,,,,-1.2931850485813468e-24,948,2382,2185,3578
999,3.054744935333856,-6.97168898281514,47.10124217520443,0.26711,0.11969,0.0,0.270538996614268,1.6010487283184683e-24,-5.266876212552117e-24,-7.493288981807551e-23,,,,-1.2482119022736944e-24,948,2382,2185,3578
1000,2.989390725641546,-7.287214256967665,47.02573173807852,0.26703,0.11997,0.0,0.27367973411582697,1.6485875777516922e-24,-5.062746477010736e-24,-7.410044339590252e-23,,,,-1.1813922301953288e-24,948,2382,2185,3578
1001,2.919720427427101,-7.5991672368085235,46.96585634696759,0.26705,0.12006,0.0,0.2768339218162643,1.6772159781505793e-24,-4.767987744864974e-24,-7.21419217159724e-23,,,,-1.0916402729444607e-24,948,2382,2185,3578
1002,2.846451775559648,-7.9062873717073705,46.92261879051839,0.26707,0.12014,0.0,0.27999360810074786,1.684770397855142e-24,-4.3783443370318014e-24,-6.898033405084944e-23,,,,-9.780938501371307e-25,948,2382,2185,3578
1003,2.770315345391897,-8.207329461525525,46.89666617403336,0.26702,0.12007,0.0,0.2831502700629899,1.669184369158938e-24,-3.890507670678838e-24,-6.454855652085763e-23,,,,-8.401473514203436e-25,948,2382,2185,3578
1004,2.6920476277555423,-8.501071653138508,46.88830945848666,0.26696,0.11994,0.0,0.2862948577288471,1.6285267584494847e-24,-3.3022511477803823e-24,-5.87911994978751e-23,,,,-6.774841641615676e-25,948,2382,2185,3578
1005,2.6123842058620306,-8.786323299551425,46.89754623480329,0.26697,0.12,0.0,0.2894178441041331,1.561041679635669e-24,-2.612562273979511e-24,-5.166648258579352e-23,,,,-4.90108026517032e-25,948,2382,2185,3578
1006,2.532053097912114,-9.06193262857806,46.92408616743254,0.26705,0.12023,0.0,0.29250928122314784,1.4651896388073135e-24,-1.8217698804692146e-24,-4.314809134740689e-23,,,,-2.7837276224645314e-25,948,2382,2185,3578
1007,2.4517683257141725,-9.326794169225721,46.96737854351252,0.2671,0.12043,0.0,0.29555886215499483,1.3396894423328385e-24,-9.316641931025117e-25,-3.3226987804003046e-23,,,,-4.300982599388572e-26,948,2382,2185,3578
1008,2.3722237659382013,-9.579855885414869,47.026641375104354,0.267,0.12054,0.0,0.29855598864145966,1.1835603462991023e-24,5.439261558628914e-26,-2.1913144787012055e-23,,,,2.1484693437960925e-25,948,2382,2185,3578
1009,2.2940873367012378,-9.820125968486977,47.100891521299495,0.2669,0.12064,0.0,0.30148984375306875,9.961638732350977e-25,1.1313678409264215e-24,-9.237172516550937e-24,,,,4.936399076199114e-25,948,2382,2185,3578
1010,2.217995567840464,-10.04667924218292,47.188975323629805,0.26679,0.12067,0.0,0.304349468720473,7.772446733911525e-25,2.2924741351116693e-24,4.748195633745445e-24,,,,7.913703589100411e-25,948,2382,2185,3578
1011,2.144548598400063,-10.258663136480738,47.289599280978514,0.26667,0.1207,0.0,0.30712384295568307,5.26969763462542e-25,3.529102406900311e-24,1.9966792305690275e-23,,,,1.1055856982571413e-24,948,2382,2185,3578
1012,2.0743056395715844,-10.455303189900652,47.40136032769498,0.26679,0.12083,0.0,0.3098019662096812,2.4596543657774653e-25,4.830774263352844e-24,3.631791507637012e-23,,,,1.4333719879990963e-24,948,2382,2185,3578
1013,2.0077809356996936,-10.63590804357247,47.52277531946045,0.26699,0.121,0.0,0.31237294178264663,-6.464889533603523e-26,6.185116483762889e-24,5.36754702149491e-23,,,,1.7713522826225457e-24,948,2382,2185,3578
1014,1.9454402501224772,-10.799873894383138,47.652309374499275,0.2671,0.12117,0.0,0.3148260596793399,-4.032306909896667e-25,7.57785993568311e-24,7.188739616010652e-23,,,,2.1156913667028504e-24,948,2382,2185,3578
1015,1.8876978966413693,-10.946688378689705,47.788402762178464,0.26712,0.12132,0.0,0.317150878584417,-7.675888819799816e-25,8.992865221127057e-24,9.077540088679841e-23,,,,2.4621074188419716e-24,948,2382,2185,3578
1016,1.834914331339588,-11.075933862203545,47.929496076330224,0.26713,0.1214,0.0,0.31933730554658823,-1.1549638761989435e-24,1.0412177175498526e-23,1.1013504606603174e-22,,,,2.8058910805477872e-24,948,2382,2185,3578
1017,1.78739431329724,-11.18729011559633,48.074053476222865,0.26714,0.12124,0.0,0.3213756723299742,-1.5620137476213606e-24,1.1816110130840611e-23,1.2973620907305999e-22,,,,3.1419323487379567e-24,948,2382,2185,3578
1018,1.7453856365108196,-11.280536359124536,48.220583823265954,0.26715,0.12108,0.0,0.3232568075135018,-1.9848073831519308e-24,1.3183365597368372e-23,1.4932395143977086e-22,,,,3.464755638762506e-24,948,2382,2185,3578
1019,1.7090784290770913,-11.355552663202394,48.367659585271596,0.26719,0.1216,0.0,0.3249721035695623,-2.4188253304175023e-24,1.4491183712258315e-23,1.6861981925400033e-22,,,,3.7685632814658735e-24,948,2382,2185,3578
1020,1.6786050095509393,-11.412320695521414,48.51393342134465,0.26722,0.12211,0.0,0.32651357830142047,-2.8589690505765414e-24,1.5715529452227088e-23,1.8732359726695364e-22,,,,4.047287622953899e-24,948,2382,2185,3578
1021,1.6540402844747668,-11.450923809145369,48.65815239863466,0.26714,0.12224,0.0,0.32787393014814215,-3.2995792267378074e-24,1.6831314207116473e-23,2.0511553407248567e-22,,,,4.294651789668952e-24,948,2382,2185,3578
1022,1.635402665568124,-11.471546470040753,48.799169827469626,0.26703,0.12223,0.0,0.3290465869781304,-3.73446371092021e-24,1.7812652866804208e-23,2.2165905066994257e-22,,,,4.504239064565965e-24,948,2382,2185,3578
1023,1.6226554801235311,-11.474473026707829,48.93595473450417,0.26706,0.12243,0.0,0.3300257480944237,-4.156935610284786e-24,1.8633156085338636e-23,2.3660393902621325e-22,,,,4.669570693277283e-24,948,2382,2185,3578
1024,1.6157088438986278,-11.460085828946092,49.06759902479354,0.26721,0.12284,0.0,0.3308064192601863,-4.559861916438983e-24,1.9266256857114156e-23,2.495900509333197e-22,,,,4.784191803012285e-24,948,2382,2185,3578
1025,1.6144219622483977,-11.428862707346878,49.1933224128397,0.2673,0.12307,0.0,0.3313844406117709,-4.9357229699548804e-24,1.9685569973871345e-23,2.6025147054675874e-22,,,,4.841764972626406e-24,948,2382,2185,3578
1026,1.6186058222919102,-11.38137382985869,49.312475229082565,0.26716,0.12275,0.0,0.3317565073788319,-5.276682926067667e-24,1.9865282332894442e-23,2.682211565296782e-22,,,,4.8361708410962464e-24,948,2382,2185,3578
1027,1.6280262363626508,-11.318277956665314,49.424539231566136,0.26703,0.12242,0.0,0.33192018342615076,-5.5746712472640996e-24,1.978057144144815e-23,2.731360317733502e-22,,,,4.7616149850522246e-24,948,2382,2185,3578
1028,1.6424071947289391,-11.240318119583813,49.529126572105554,0.26697,0.12262,0.0,0.33187390780151793,-5.8214750948086145e-24,1.9408048816591567e-23,2.7464249028188736e-22,,,,4.612740135762798e-24,948,2382,2185,3578
1029,1.6614344836500616,-11.148316757165036,49.6259770815593,0.26691,0.12281,0.0,0.33161699468832656,-6.008842325115235e-24,1.8726224320257952e-23,2.7240228207758204e-22,,,,4.38474264396119e-24,948,2382,2185,3578
1030,1.6847595234232358,-11.043170341529253,49.71495404931823,0.26697,0.12324,0.0,0.33114962734923614,-6.128594619447451e-24,1.7715986804982887e-23,2.6609872799373374e-22,,,,4.073491939287088e-24,948,2382,2185,3578
1031,1.712003380289331,-10.925843537422423,49.79603867813744,0.26707,0.12375,0.0,0.33047284675384186,-6.172750088177312e-24,1.6361095784816462e-23,2.554432070776173e-22,,,,3.6756515722049966e-24,948,2382,2185,3578
1032,1.7427609058761286,-10.797362937750032,49.869323397999935,0.26716,0.12389,0.0,0.32958853560701884,-6.1336544954955e-24,1.4648678198459328e-23,2.401818501423448e-22,,,,3.1888002725584432e-24,948,2382,2185,3578
1033,1.776604958150583,-10.65881042286127,49.93500422304529,0.26725,0.12367,0.0,0.32849939847964826,-6.0041200490483884e-24,1.2569723707922662e-23,2.2010236390907075e-22,,,,2.6115513130846118e-24,948,2382,2185,3578
1034,1.8130906585268023,-10.511316193285055,49.99337233449864,0.26731,0.12348,0.0,0.3272089387457442,-5.777570493771612e-24,1.0119571387064796e-23,1.9504090130709218e-22,,,,1.9436683310425714e-24,948,2382,2185,3578
1035,1.8517596408425712,-10.356051527673577,50.04480506994252,0.26728,0.12338,0.0,0.3257214330785865,-5.448191042743946e-24,7.298380111772072e-24,1.6488888499523668e-22,,,,1.1861756395046637e-24,948,2382,2185,3578
1036,1.8921442494925775,-10.194221319477926,50.089756494480504,0.26724,0.12328,0.0,0.32404190433784175,-5.0110814730068075e-24,4.111574479318181e-24,1.295996831882687e-22,,,,3.4146095480718974e-25,948,2382,2185,3578
1037,1.9337716462221668,-10.027056447350635,50.128747721648764,0.2672,0.12417,0.0,0.322176093743746,-4.462410514028596e-24,5.702576708334784e-25,8.919502957855508e-23,,,,-5.86631618820921e-25,948,2382,2185,3578
1038,1.9761677879789332,-9.855806035398226,50.16235714124285,0.26715,0.12505,0.0,0.3201304332362161,-3.79956946410234e-24,-3.308417659735565e-24,4.377107270294892e-23,,,,-1.5927205693044398e-24,948,2382,2185,3578
1039,2.018861241711536,-9.681729660102281,50.191210698023134,0.26725,0.12483,0.0,0.3179120188342997,-3.0213227889049506e-24,-7.500929621895968e-24,-6.4960653117508184e-24,,,,-2.669820180570188e-24,948,2382,2185,3578
1040,2.061386805946819,-9.506089560825249,50.215972350189055,0.2674,0.12425,0.0,0.3155285856579946,-2.1279532903324477e-24,-1.1977127729270936e-23,-6.13453449124841e-23,,,,-3.809290228093214e-24,948,2382,2185,3578
1041,2.1032889132110726,-9.330142910195407,50.23733482010531,0.26737,0.1243,0.0,0.3129884850856327,-1.1213992862986228e-24,-1.670004323179599e-23,-1.2042660733513165e-22,,,,-5.000804411525448e-24,948,2382,2185,3578
1042,2.1441247917656767,-9.155134199414068,50.25601073254584,0.26716,0.12499,0.0,0.3103006643271582,-5.3811172687170304e-27,-2.1625778303875173e-23,-1.8329724333437634e-22,,,,-6.232339713410395e-24,948,2382,2185,3578
1043,2.1834673696169324,-8.982287791896052,50.272724218564655,0.26705,0.1254,0.0,0.30747464851013545,1.2144858032442732e-24,-2.670348298910465e-23,-2.4941986051693545e-22,,,,-7.490188780385026e-24,948,2382,2185,3578
1044,2.2209079082684036,-8.812800696780679,50.288203047483464,0.26723,0.12502,0.0,0.3045205252018475,2.5305942453182214e-24,-3.18754283878591e-23,-3.1816107514491674e-22,,,,-8.758997292388636e-24,948,2382,2185,3578
1045,2.256058358144858,-8.64783561163525,50.30317133695316,0.26741,0.12464,0.0,0.30144893112389465,3.933267611822618e-24,-3.707718400110137e-23,-3.8879155006621294e-22,,,,-1.0021828114531063e-23,948,2382,2185,3578
1046,2.2885534319619527,-8.488514280956823,50.318342881901266,0.26747,0.12458,0.0,0.29827104064903753,5.410704462295739e-24,-4.2237906405577095e-23,-4.604873941058739e-22,,,,-1.1260253814119307e-23,948,2382,2185,3578
1047,2.318052396478144,-8.33591121387091,50.334415135785434,0.26752,0.12451,0.0,0.2949985554970994,6.948947949203928e-24,-4.728074552717253e-23,-5.323330297092704e-22,,,,-1.2454478871065631e-23,948,2382,2185,3578
1048,2.3442405869698284,-8.191047800906397,50.352063869551394,0.26755,0.12472,0.0,0.2916436948733156,8.531882915591478e-24,-5.2123373697677905e-23,-6.033256247790551e-22,,,,-1.3583492613183485e-23,948,2382,2185,3578
1049,2.366830652320488,-8.054886866077638,50.37193852387548,0.26757,0.12501,0.0,0.28821918514626826,1.014126326728088e-23,-5.667864142471387e-23,-6.723811714325692e-22,,,,-1.4625253568972894e-23,948,2382,2185,3578
1050,2.3855635416944403,-7.928327686803558,50.39465825932777,0.26751,0.12516,0.0,0.2847382480776602,1.1756772047321227e-23,-6.085536237673946e-23,-7.383422787914167e-22,,,,-1.555690555027749e-23,948,2382,2185,3578
1051,2.400209246265902,-7.812201510416803,50.4208086985583,0.26738,0.12515,0.0,0.28121458660385257,1.3356116403318607e-23,-6.455922848904703e-23,-7.999877288982836e-22,,,,-1.6355025357200632e-23,948,2382,2185,3578
1052,2.4105673113251553,-7.70726759211875,50.450939345700256,0.26727,0.1252,0.0,0.2776623672107341,1.491515934817314e-23,-6.769385433941008e-23,-8.560438244693645e-22,,,,-1.699590154014299e-23,948,2382,2185,3578
1053,2.4164671352837437,-7.6142097752229905,50.4855616612129,0.26723,0.1254,0.0,0.2740961980130949,1.6408089870766262e-23,-7.016194803346397e-23,-9.051975345021212e-22,,,,-1.7455843161754117e-23,948,2382,2185,3578
1054,2.417768072709073,-7.533633630462755,50.525147764881524,0.26719,0.1256,0.0,0.2705311017331289,1.780763255514747e-23,-7.186660379290068e-23,-9.461114188745648e-22,,,,-1.77115169787272e-23,948,2382,2185,3578
1055,2.4143593586111884,-7.466064167067198,50.5701297349669,0.26733,0.12559,0.0,0.2669824828646414,1.9085297415372387e-23,-7.271270927025017e-23,-9.774402861418905e-22,,,,-1.774031091424576e-23,948,2382,2185,3578
1056,2.406159870831741,-7.411944124218229,50.62089946720475,0.26748,0.12558,0.0,0.26346608840355906,2.0211670149765705e-23,-7.260845834172538e-23,-9.978495099499126e-22,,,,-1.7520721121843214e-23,948,2382,2185,3578
1057,2.3931177465744753,-7.371632847327196,50.67780905356137,0.26766,0.12572,0.0,0.2599979616155837,2.1156742465314136e-23,-7.146695777691047e-23,-1.0060348990771231e-21,,,,-1.7032759356582435e-23,948,2382,2185,3578
1058,2.3752098678944145,-7.345405749299422,50.74117163754257,0.26786,0.12592,0.0,0.256594388404293,2.189028152334262e-23,-6.920791377678965e-23,-1.000743984367939e-21,,,,-1.6258376776702477e-23,948,2382,2185,3578
1059,2.3524412293530648,-7.3334543526128515,50.81126270047662,0.26794,0.12611,0.0,0.2532718359633318,2.2382236915753513e-23,-6.575938193873972e-23,-9.807985530533437e-22,,,,-1.5181899705867596e-23,948,2382,2185,3578
1060,2.3248441990500397,-7.335886903645346,50.88832173137424,0.26788,0.12628,0.0,0.2500468835852245,2.260318290206319e-23,-6.105956178069396e-23,-9.451182275408356e-22,,,,-1.379047230125808e-23,948,2382,2185,3578
1061,2.2924776818393124,-7.352729546215797,50.97255423148047,0.26783,0.1265,0.0,0.24693614579095446,2.2524792927405576e-23,-5.505861457166752e-23,-8.927448521059723e-22,,,,-1.207450050499557e-23,948,2382,2185,3578
1062,2.255426190740845,-7.383928036700105,51.06413400341135,0.26781,0.12686,0.0,0.24395618833781169,2.2120342707752695e-23,-4.7720480909816384e-23,-8.228674174871958e-22,,,,-1.002809111542661e-23,948,2382,2185,3578
1063,2.2137988294765374,-7.429349978329092,51.163205674014264,0.26779,0.12721,0.0,0.2411234381108199,2.136523741899721e-23,-3.902467230216486e-23,-7.348472206674975e-22,,,,-7.649479310743254e-24,948,2382,2185,3578
1064,2.167728185964222,-7.4887875474853765,51.26988740006746,0.26809,0.12737,0.0,0.23845408833061377,2.0237557770399776e-23,-2.896800897409407e-23,-6.282429256501237e-22,,,,-4.94143750086468e-24,948,2382,2185,3578
1065,2.1173691338929594,-7.561960680247744,51.38427370667394,0.26839,0.12752,0.0,0.2359640008502318,1.871861899031892e-23,-1.7566274315278995e-23,-5.028351613618385e-22,,,,-1.9116579853167483e-24,948,2382,2185,3578
1066,2.062897537526365,-7.64852068335975,51.5064384093365,0.26837,0.12776,0.0,0.23366860753494223,1.679353601409441e-23,-4.855754796799187e-24,-3.586502655338389e-22,,,,1.4268984339111964e-24,948,2382,2185,3578
1067,2.0045088537581046,-7.74805423036853,51.63643757152801,0.26825,0.12803,0.0,0.2315828128383348,1.4451787452242618e-23,9.105367082932052e-24,-1.9598275912559022e-22,,,,5.05569598377183e-24,948,2382,2185,3578
1068,1.9424166250964887,-7.860087700907147,51.77431244950106,0.26839,0.12847,0.0,0.2297208997344826,1.1687770244266064e-23,2.4235800202478648e-23,-1.5416115193162923e-23,,,,8.950367851746407e-24,948,2382,2185,3578
1069,1.8768508576140581,-7.984091818998618,51.92009237515473,0.26879,0.12906,0.0,0.2280964411375825,8.501336282513483e-24,4.0430146502414066e-23,1.8215863030977902e-22,,,,1.3080518827940987e-23,948,2382,2185,3578
1070,1.8080562790547057,-8.119486544917306,52.07379752681745,0.26916,0.12955,0.0,0.22672221879104876,4.898301735273138e-24,5.755815100406735e-23,3.9552688984586085e-22,,,,1.7409594909882363e-23,948,2382,2185,3578
1071,1.7362904744695378,-8.265646174615815,52.23544153805756,0.26947,0.12972,0.0,0.22561015128538256,8.909193225987201e-25,7.546423386696003e-23,6.231376278113814e-22,,,,2.1894827941873917e-23,948,2382,2185,3578
1072,1.6618219001421275,-8.421904600998293,52.40503389715323,0.26977,0.12989,0.0,0.22477123236095636,-3.5016965836145824e-24,9.396733733254226e-23,8.630940262959642e-22,,,,2.648726304944091e-23,948,2382,2185,3578
1073,1.58492778109577,-8.58756069233289,52.58258209497393,0.26983,0.13022,0.0,0.2242154800367232,-8.253202437948171e-24,1.1286111899988573e-22,1.1131481764167515e-21,,,,3.1131876179287915e-23,948,2382,2185,3578
1074,1.5058919027224207,-8.761883744771746,52.76809348618376,0.26988,0.13055,0.0,0.22395189650865033,-1.3329726133253e-23,1.3191452090166138e-22,1.3707002446722277e-21,,,,3.5767788459773875e-23,948,2382,2185,3578
1075,1.4250023124016395,-8.94411896814606,52.96157683683655,0.26987,0.13095,0.0,0.22398843830221468,-1.8689646318233125e-23,1.508727412705013e-22,1.6328025422217378e-21,,,,4.032858335109779e-23,948,2382,2185,3578
1076,1.3425489518417815,-9.133492966658526,53.16304353975646,0.26983,0.13137,0.0,0.22433199587449323,-2.4283460862353552e-23,1.6945863268733316e-22,1.896168895399202e-21,,,,4.4742731654750136e-23,948,2382,2185,3578
1077,1.2588212450144693,-9.329219178470305,53.372508487281905,0.2699,0.13164,0.0,0.22498838168421878,-3.0053754618894655e-23,1.8737454647206603e-22,2.1571896777829766e-21,,,,4.893412839675026e-23,948,2382,2185,3578
1078,1.1741056699982666,-9.530503240235621,53.589990599078504,0.27009,0.13177,0.0,0.2259623255947975,-3.593527617557778e-23,2.043046387084891e-22,2.4119528175258297e-21,,,,5.2822744389239515e-23,948,2382,2185,3578
1079,1.0886833459640246,-9.736548244344124,53.81551301084629,0.27026,0.13195,0.0,0.22725747628904003,-4.185513264076103e-23,2.199176481934002e-22,2.656271038256667e-21,,,,5.63253939128525e-23,948,2382,2185,3578
1080,1.0028276690028826,-9.946559858151472,54.04910293751309,0.27042,0.13232,0.0,0.22887640715236376,-4.773311068408869e-23,2.3387015087811566e-22,2.8857155276671224e-21,,,,5.935661845306878e-23,948,2382,2185,3578
1081,0.916802032391687,-10.159751276042423,54.29079123123672,0.27058,0.13268,0.0,0.23082062487554963,-5.348213102795313e-23,2.4581028905195364e-22,3.095656154980952e-21,,,,6.182968477513895e-23,948,2382,2185,3578
1082,0.8308576679327174,-10.375347976901589,54.540611659737785,0.27063,0.13291,0.0,0.23309057893544943,-5.900884236668177e-23,2.553819666359693e-22,3.281308277093858e-21,,,,6.365769384455137e-23,948,2382,2185,3578
1083,0.7452316449398543,-10.592592261379593,54.79859993423756,0.27068,0.13314,0.0,0.23568567023000814,-6.421435927293932e-23,2.622294945562022e-22,3.4377860836280695e-21,,,,6.475479520651976e-23,948,2382,2185,3578
1084,0.6601450622295497,-10.810747545013468,55.064792518958726,0.2708,0.13357,0.0,0.23860425748443836,-6.899514703709024e-23,2.660026623055505e-22,3.560162333980652e-21,,,,6.503749944464996e-23,948,2382,2185,3578
1085,0.5758014663468992,-11.029102384614177,55.33922525590693,0.27095,0.13406,0.0,0.24184366048257872,-7.324405457977694e-23,2.6636220355047575e-22,3.643534235323536e-21,,,,6.442607926471494e-23,948,2382,2185,3578
1086,0.49238552651953166,-11.24697421639925,55.62193183936748,0.27107,0.13449,0.0,0.24540015953503574,-7.685149458846268e-23,2.629856150733312e-22,3.683095100263402e-21,,,,6.284604761615869e-23,948,2382,2185,3578
1087,0.41006199353649175,-11.463712785385917,55.91294217427746,0.27118,0.13488,0.0,0.24926899080749465,-7.970676786620437e-23,2.555732795553624e-22,3.674211307481038e-21,,,,6.02296990962622e-23,948,2382,2185,3578
1088,0.32897496563316053,-11.678703246929745,56.21228065168127,0.2713,0.13524,0.0,0.2534443372829772,-8.169952655998205e-23,2.438548338032033e-22,3.61250396929807e-21,,,,5.651769870731733e-23,948,2382,2185,3578
1089,0.2492474792141601,-11.89136892322814,56.519964373054364,0.27149,0.13555,0.0,0.25791931533986656,-8.272136847462977e-23,2.2759571511812244e-22,3.493934588082677e-21,,,,5.166069988579944e-23,948,2382,2185,3578
1090,0.17098143576556915,-12.10117370009418,56.836001353294826,0.27167,0.13586,0.0,0.2626859572360859,-8.266755209856813e-23,2.066038097282612e-22,3.3148938601846023e-21,,,,4.5620971627015684e-23,948,2382,2185,3578
1091,0.09425786876349831,-12.307624052165957,57.160388729539086,0.27177,0.13618,0.0,0.2677351901620743,-8.143881929462027e-23,1.8073611868545472e-22,3.0722926633169776e-21,,,,3.837401252387836e-23,948,2382,2185,3578
1092,0.019137546145501387,-12.510270687758828,57.493110999888906,0.27187,0.1365,0.0,0.27305681289621003,-7.894330987236927e-23,1.4990534851471166e-22,2.7636541427574165e-21,,,,2.9910127661118746e-23,948,2382,2185,3578
1093,-0.05433810452064504,-12.708709807663165,57.83413831297127,0.27188,0.13706,0.0,0.2786394714096545,-7.509854949057942e-23,1.1408632634853978e-22,2.3872056953365347e-21,,,,2.023594259483761e-23,948,2382,2185,3578
1094,-0.12614576909059574,-12.902583975260805,58.183424826106794,0.27184,0.13769,0.0,0.28447063498776964,-6.983348957543152e-23,7.332213243882817e-23,1.941969539951055e-21,,,,9.375827141432938e-24,948,2382,2185,3578
1095,-0.19627874623282104,-13.09158259830879,58.54090714679281,0.27198,0.13811,0.0,0.2905365745519447,-6.309057522229576e-23,2.7729836979334746e-23,1.4278504614147664e-21,,,,-2.62679955992205e-24,948,2382,2185,3578
1096,-0.2647452073634128,-13.275442025543759,58.90650286968779,0.27227,0.13833,0.0,0.29682234489482,-5.482781441810846e-23,-2.2494276741864923e-23,8.457192230588804e-22,,,,-1.5708312220254352e-23,948,2382,2185,3578
1097,-0.33156625635505393,-13.45394526387167,59.28010922001855,0.27249,0.1386,0.0,0.30331177252078784,-4.5020819423484694e-23,-7.707012454153939e-23,1.9749006488555541e-22,,,,-2.9783900964278766e-23,948,2382,2185,3578
1098,-0.39677383230156377,-13.6269213244513,59.66160181444071,0.2725,0.13904,0.0,0.30998745075791373,-3.366478883618185e-23,-1.3562999289666315e-22,-5.1380935943333305e-22,,,,-4.4746801718830206e-23,948,2382,2185,3578
1099,-0.46040850171993397,-13.794244208703649,60.050833551045294,0.2725,0.13947,0.0,0.316830743810253,-2.0776396769998123e-23,-1.977155946446763e-22,-1.283977299533118e-21,,,,-6.046776573531577e-23,948,2382,2185,3578
1100,-0.5225171885456741,-13.955831548366444,60.447633640341934,0.27277,0.13993,0.0,0.3238218014483938,-6.395553776578909e-24,-2.627761327083476e-22,-2.107588198573957e-21,,,,-7.679479798931375e-23,948,2382,2185,3578
1101,-0.5831508908181052,-14.111642917116201,60.8518067881904,0.27304,0.14038,0.0,0.33093958604435586,9.412997336404162e-24,-3.3016749297828204e-22,-2.9779556805359865e-21,,,,-9.355319316094863e-23,948,2382,2185,3578
1102,-0.6423624318362896,-14.26167783476177,61.26313254010247,0.27316,0.14091,0.0,0.3381619135761442,2.6558288726850754e-23,-3.9915268276978076e-22,-3.887109939030076e-21,,,,-1.1054589635730218e-22,948,2382,2185,3578
1103,-0.7002042908707511,-14.405973488317207,61.68136479479465,0.27322,0.14146,0.0,0.34546551000665116,4.492197636981469e-23,-4.68903624468342e-22,-4.825791186738428e-21,,,,-1.2755421366794795e-22,948,2382,2185,3578
1104,-0.7567265546150048,-14.544602197231477,62.10623149409875,0.27336,0.14181,0.0,0.3528260840785394,6.435746929802848e-23,-5.385044049918988e-22,-5.78346075158124e-21,,,,-1.4433889502694035e-22,948,2382,2185,3578
1105,-0.8119750259187422,-14.677668652638156,62.53743449694406,0.27355,0.14195,0.0,0.36021841711081537,8.468937762624665e-23,-6.069560704520173e-22,-6.7483313034515976e-21,,,,-1.6064160867537888e-22,948,2382,2185,3578
