FRAMES,First_FORCE_X,First_FORCE_Y,First_FORCE_Z,First_COFP_X,First_COFP_Y,First_COFP_Z,First_FREEMOMENT_Z,Second_FORCE_X,Second_FORCE_Y,Second_FORCE_Z,Second_COFP_X,Second_COFP_Y,Second_COFP_Z,Second_FREEMOMENT_Z,Heel_Strike1,Toe_Off1,Heel_Strike2
2214,7.760912517049617e-33,-3.359145071679862e-33,-5.055270610680729e-32,,,,-2.582533447180797e-34,1.0542545844245494,14.68301276932189,31.877649311244124,0.3175,1.20615,0.0,0.16117979239511507,928,480,1760
2215,1.473523237739604e-32,-2.06779975467024e-32,-8.403581794156269e-32,,,,-4.094342807920742e-34,1.1087770010590345,14.620787923726528,31.163246000958438,0.31745,1.20662,0.0,0.15653874566469878,928,480,1760
2216,1.9848415206762077e-32,-3.4163519296214694e-32,-1.0792524563599015e-31,,,,-5.1581219988242955e-34,1.162277794701255,14.552852720144317,30.440504753303337,0.31709,1.20586,0.0,0.15214312030440613,928,480,1760
2217,2.3149023587839947e-32,-4.376939473475229e-32,-1.2259356357522073e-31,,,,-5.793839988816678e-34,1.214490032691926,14.478254244126518,29.709117535718896,0.31714,1.2057,0.0,0.1480486429619225,928,480,1760
2218,2.4767535607526164e-32,-4.964901158955707e-32,-1.288097162387283e-31,,,,-6.039432391221909e-34,1.2651627886680958,14.396100238715182,28.968804368026667,0.31677,1.20566,0.0,0.14430504169212294,928,480,1760
2219,2.4896595159819336e-32,-5.211547207506011e-32,-1.276366379559377e-31,,,,-5.946008152543617e-34,1.3140739147208131,14.305586280788653,28.219329936543485,0.31653,1.20497,0.0,0.14095604336933507,928,480,1760
2220,2.377138589669611e-32,-5.16001779357125e-32,-1.2033091412899022e-31,,,,-5.573181091980613e-34,1.3610410302469003,14.206017688574017,27.460524675355295,0.3166,1.20545,0.0,0.13803963113291448,928,480,1760
2221,2.1651081014490062e-32,-4.8612272293009183e-32,-1.0824912343145597e-31,,,,-4.984737309765688e-34,1.4059299321230616,14.096824659712434,26.692309648238695,0.31644,1.20535,0.0,0.13558847244762476,928,480,1760
2222,1.880211333112044e-32,-4.370080851429226e-32,-9.276441703670312e-32,,,,-4.244798618612612e-34,1.4486597654272662,13.977569501949391,25.914724228555084,0.31578,1.20548,0.0,0.13363043025448373,928,480,1760
2223,1.5483799190710828e-32,-3.742107789469434e-32,-7.519580704108236e-32,,,,-3.4145916046670273e-34,1.4892044910516389,13.847945290516366,25.127955239944036,0.31539,1.20432,0.0,0.1321890702318639,928,480,1760
2224,1.1936646592119381e-32,-3.030608969792597e-32,-5.675160568942058e-32,,,,-2.54988414520265e-34,1.527590423551707,13.707765807144257,24.33236582966007,0.31488,1.20362,0.0,0.1312840759320735,928,480,1760
2225,8.373491378238148e-33,-2.2843780717206268e-32,-3.848752218584337e-32,,,,-1.6991081177193144e-34,1.563889856467809,13.556947120326843,23.528521941866,0.31499,1.20338,0.0,0.13093148766145174,928,480,1760
2226,4.9734418962703704e-33,-1.5460154075765884e-32,-2.1279115564182095e-32,,,,-9.021500036965079e-35,1.5982110126836624,13.395481611458477,22.717213995099225,0.31399,1.20184,0.0,0.13114369113985422,928,480,1760
2227,1.878476589462459e-33,-8.508220868703928e-33,-5.807639821640726e-33,,,,-1.8976097143555823e-35,1.630684731044405,13.223405642904282,21.89947138711454,0.31424,1.20272,0.0,0.1319290872172133,928,480,1760
2228,-8.075672138540976e-34,-2.2623512855170718e-33,7.442189591406104e-33,,,,4.1648481294199726e-35,1.6614484149075943,13.040762459158081,21.07656777443343,0.31343,1.20228,0.0,0.13329136483936105,928,480,1760
2229,-3.0179510528955563e-33,3.0825623242666605e-33,1.8174330827855915e-32,,,,9.037704992737109e-35,1.6906278454999737,12.847562362778975,20.250015630484963,0.31276,1.20076,0.0,0.13522828734104334,928,480,1760
2230,-4.720324314158376e-33,7.407869439947166e-33,2.626547974983031e-32,,,,1.2672511137793525e-34,1.7183175734718228,12.643742686433676,19.42154928354233,0.31251,1.20147,0.0,0.13772992003190157,928,480,1760
2231,-5.912749399102652e-33,1.0664673318242052e-32,3.174316156452288e-32,,,,1.509000597726893e-34,1.74456081197991,12.429130485006276,18.59309641535605,0.31299,1.20214,0.0,0.14077630374872896,928,480,1760
2232,-6.618864966460441e-33,1.2864939763436268e-32,3.4759903980268874e-32,,,,1.6367868761638532e-34,1.7693300392661453,12.203411090536068,17.766738826897797,0.31235,1.20124,0.0,0.14433470808997156,928,480,1760
2233,-6.882566651466586e-33,1.4071032951961412e-32,3.556540684772127e-32,,,,1.6627635299176816e-34,1.7925097523170077,11.966105662029038,16.94466406941532,0.31223,1.20181,0.0,0.14835673340943123,928,480,1760
2234,-6.762547031749659e-33,1.4384451808408655e-32,3.4478411910157537e-32,,,,1.6021564095540991e-34,1.8138828644856273,11.716560609277726,16.12911017325623,0.31143,1.20056,0.0,0.1527756182459181,928,480,1760
2235,-6.326988150043948e-33,1.3934454578437717e-32,3.1859714829110815e-32,,,,1.472011074652646e-34,1.8331220716997951,11.453951240244118,15.322306116180723,0.31049,1.19857,0.0,0.15750412677449271,928,480,1760
2236,-5.648644773951916e-33,1.2867153252097335e-32,2.80874711574752e-32,,,,1.2900532428284986e-34,1.849787184749994,11.177301145276767,14.526410903024233,0.31037,1.19952,0.0,0.16243335755836916,928,480,1760
2237,-4.800498585623217e-33,1.1335541875995993e-32,2.353564750201123e-32,,,,1.0737003707235097e-34,1.8633290274157333,10.88551775151197,13.743454275015202,0.30953,1.19747,0.0,0.16743275767437862,928,480,1760
2238,-3.852105985472558e-33,9.490801266190423e-33,1.8556175245161488e-32,,,,8.392488192461708e-35,1.873100093326428,10.577443333262318,12.975282166782659,0.30772,1.19486,0.0,0.17235154999685187,928,480,1760
2239,-2.8667079351943456e-33,7.475103850232286e-33,1.3465090376526601e-32,,,,6.012483912246347e-35,1.8783717716468382,10.251919736883973,12.223510010597156,0.3067,1.19168,0.0,0.17702167557605794,928,480,1760
2240,-1.899121417138592e-33,5.416031765950844e-33,8.532699529474546e-33,,,,3.720648355713669e-35,1.8783576166425557,9.907864261702,11.48948674579929,0.30472,1.18838,0.0,0.1812622214327638,928,480,1760
2241,-9.94390191882276e-34,3.4226230780910306e-33,3.9776063636119906e-33,,,,1.6162150414798746e-35,1.8722418664978155,9.544353523609994,10.774271914702828,0.30174,1.18542,0.0,0.18488517057131376,928,480,1760
2242,-1.8713854127017386e-34,1.582977909290993e-33,-3.5731900321507645e-35,,,,-2.2696097883100886e-36,1.859212214292168,9.160711680548717,10.078627605082259,0.30081,1.18286,0.0,0.18770219765877086,928,480,1760
2243,4.984540070804673e-34,-3.670993165511503e-35,-3.39636930984055e-33,,,,-1.7599455979744242e-35,1.8384956869797013,8.75659910223071,9.403026318620878,0.29864,1.17862,0.0,0.18953215016497463,928,480,1760
2244,1.0481564398369044e-33,-1.3918790567455657e-33,-6.043688169310916e-33,,,,-2.957107794282924e-35,1.8093963846635115,8.33209741031865,8.747675112211883,0.29659,1.17334,0.0,0.19020880665819032,928,480,1760
2245,1.4567776710341264e-33,-2.4582993943657126e-33,-7.962239107919748e-33,,,,-3.813609779812752e-35,1.7713337611152222,7.887786772304164,8.11255554282752,0.29396,1.17111,0.0,0.18958849488975105,928,480,1760
2246,1.7269574974051933e-33,-3.229974933411896e-33,-9.175180481983932e-33,,,,-4.342274163377862e-35,1.723880065562449,7.424811352903884,7.497478055009422,0.29278,1.16503,0.0,0.1875571762183179,928,480,1760
2247,1.8677657218431883e-33,-3.716483339833304e-33,-9.736869289378207e-33,,,,-4.5700843671734845e-35,1.666795487591553,6.944928869617783,6.902148551419874,0.29118,1.16513,0.0,0.184036647603181,928,480,1760
2248,1.8932099556816903e-33,-3.939975571320025e-33,-9.72510824782418e-33,,,,-4.534551143876876e-35,1.6000594423734538,6.450540276602425,6.326244039351971,0.28709,1.15789,0.0,0.17898956717734457,928,480,1760
2249,1.820740832367757e-33,-3.932039269824076e-33,-9.23348887145954e-33,,,,-4.280146908407819e-35,1.5238963263514314,5.94469578997406,5.769493424521806,0.28396,1.15103,0.0,0.1724230641868156,928,480,1760
2250,1.669829101636478e-33,-3.7306034084182784e-33,-8.364194286951877e-33,,,,-3.854973522708456e-35,1.438794004521966,5.431073869761762,5.231758666121134,0.28234,1.14296,0.0,0.16439073909635687,928,480,1760
2251,1.460673434171754e-33,-3.3770308400831546e-33,-7.221543759811726e-33,,,,-3.307790741831155e-35,1.3455132903500182,4.91393046940035,4.7131106479417,0.27783,1.13742,0.0,0.154992893252625,928,480,1760
2252,1.2130817498112595e-33,-2.9135123026155453e-33,-5.906478425113181e-33,,,,-2.6854940309071625e-35,1.2450867723283392,4.398016906372598,4.2138934240933095,0.27269,1.12618,0.0,0.14437485969863426,928,480,1760
2253,9.455533423533236e-34,-2.3808420826470846e-33,-4.5121087347764066e-33,,,,-2.031093813504137e-35,1.138805562621516,3.888466147846041,3.7347701484807265,0.26854,1.11823,0.0,0.13272335295701268,928,480,1760
2254,6.745747034221153e-34,-1.8166236267246565e-33,-3.1203719917834945e-33,,,,-1.3822149280037057e-35,1.0281929311413491,3.3906491805544583,3.2767441130957042,0.26329,1.104,0.0,0.12026082845441693,928,480,1760
2255,4.141292688741231e-34,-1.2539242566218479e-33,-1.7997855045369123e-33,,,,-7.701062529632498e-36,0.9149643619487693,2.91000539394438,2.8411490059117295,0.25586,1.08571,0.0,0.10723794552286843,928,480,1760
2256,1.7541067761067136e-34,-7.2037279102823e-34,-6.0422896574399475e-34,,,,-2.191268177428732e-36,0.8009743362821905,2.451853344990248,2.429603953281646,0.25183,1.08044,0.0,0.09392435485148017,928,480,1760
2257,-3.3279260569828435e-35,-2.376729401504845e-34,4.2735055705273045e-34,,,,2.5334342639376758e-36,0.6881511330929423,2.021190605143694,2.0439314546612364,0.246,1.07112,0.0,0.08059817154306403,928,480,1760
2258,-2.0647279187571006e-34,1.7851085612032102e-34,1.270446045104109e-33,,,,6.366326309193213e-36,0.5784221886984713,1.6224934404872566,1.686040248700387,0.24082,1.05889,0.0,0.0675346423017313,928,480,1760
2259,-3.41347421274239e-34,5.1834989839648415e-34,1.9138625076697614e-33,,,,9.262177162922293e-36,0.47363406823033927,1.2595288382443615,1.3577804353556344,,,,0.054994661696949006,928,480,1760
2260,-4.374366948469874e-34,7.77391615864246e-34,2.3581124610206274e-33,,,,1.1229511576711943e-35,0.37547265179807937,0.935192667605796,1.0607840049163082,,,,0.04321391024879024,928,480,1760
2261,-4.962711764850616e-34,9.559081750889865e-34,2.613491677012623e-33,,,,1.2321468835390987e-35,0.28539015842292415,0.6513877058654943,0.7963083965598106,,,,0.03239342192338854,928,480,1760
2262,-5.209787262577735e-34,1.0581166834380018e-33,2.6979823831541978e-33,,,,1.2625934210540228e-35,0.2045454500127868,0.40895276206286274,0.5651015709059811,,,,0.02269228906146137,928,480,1760
2263,-5.158704829442977e-34,1.0913304432681789e-33,2.635115772151759e-33,,,,1.2255549752726964e-35,0.13376249893983835,0.20764906627584304,0.3673035553328164,,,,0.014222981582449152,928,480,1760
2264,-4.860353791415206e-34,1.0650944853551877e-33,2.4519063083682585e-33,,,,1.1338118841675277e-35,0.07350952569643047,0.04620384965430177,0.2023931020613122,,,,0.007049462584973943,928,480,1760
2265,-4.3696189208893735e-34,9.903507555962892e-34,2.176948517384012e-33,,,,1.0007815972859292e-35,0.023898933077360886,-0.07759455975073015,0.06918152149507831,,,,0.0011880066857397143,928,480,1760
2266,-3.7420135064177916e-34,8.786695007462504e-34,1.8387441871422418e-33,,,,8.397506630460697e-36,-0.01529372253317135,-0.1667597486495424,-0.03414949219726803,,,,-0.0033895832987711353,928,480,1760
2267,-3.0308273754305777e-34,7.415741921302298e-34,1.46430547750443e-33,,,,6.632377660602108e-36,-0.04459476778389232,-0.22494016506210926,-0.10997279288623883,,,,-0.006750803958615122,928,480,1760
2268,-2.284847631035023e-34,5.89978258405979e-34,1.0780583877771665e-33,,,,4.824981133234943e-36,-0.06478525123444545,-0.2562345722449924,-0.16111230680235805,,,,-0.008995840234321432,928,480,1760
2269,-1.5466721242914103e-34,4.337433961921533e-34,7.010521870122765e-34,,,,3.071707955279846e-36,-0.07684568386370874,-0.26500219725541996,-0.19072086608134764,,,,-0.010250054661090866,928,480,1760
2270,-8.516030729139679e-35,2.813616201893704e-34,3.5046434593589183e-34,,,,1.45063403242967e-36,-0.0818967315608124,-0.25567854909395543,-0.202149007513059,,,,-0.010656096386804434,928,480,1760
2271,-2.2708153968668954e-35,1.397567339713296e-34,3.937756740942081e-35,,,,2.0623061013750712e-38,-0.08113959284535577,-0.23260611428538144,-0.19881363078830697,,,,-0.010366099104982348,928,480,1760
2272,3.0739693743345185e-35,1.419568719741041e-35,-2.23204171197133e-34,,,,-1.1784734190135014e-36,-0.07579928935497975,-0.19988705333441348,-0.18407416511792896,,,,-0.009534365598812426,928,480,1760
2273,7.399594228618347e-35,-9.17036122171536e-35,-4.321401242163753e-34,,,,-2.1247065870668494e-36,-0.06707347358128088,-0.161262819889143,-0.16112235419085802,,,,-0.008310852716263294,928,480,1760
2274,1.0657074251274371e-34,-1.7588406218353697e-34,-5.857808570813103e-34,,,,-2.8122139752687327e-36,-0.05608867970978796,-0.12002346775226082,-0.132890098556055,,,,-0.006835681766785981,928,480,1760
2275,1.2858283621014418e-34,-2.376981219127176e-34,-6.854836943992596e-34,,,,-3.248900810179506e-36,-0.043865260792093616,-0.07894742376144082,-0.1019781237828075,,,,-0.005234811732354236,928,480,1760
2276,1.4065496533766223e-34,-2.777112706680833e-34,-7.3505780849069995e-34,,,,-3.453815393044316e-36,-0.031291609939554293,-0.04027077616098721,-0.07060667531050765,,,,-0.003616931186071009,928,480,1760
2277,1.4380127769355784e-34,-2.974772528865499e-34,-7.401778495379424e-34,,,,-3.454398162364566e-36,-0.019107685575098825,-0.005683714992705178,-0.040588052227077495,,,,-0.002071552987954671,928,480,1760
2278,1.3931360486300464e-34,-2.9930081967658535e-34,-7.0780026743689876e-34,,,,-3.283761203410516e-36,-0.007897372073912898,0.023649308969279165,-0.01331963228515326,,,,-0.0006682360463117484,928,480,1760
2279,1.28652428957505e-34,-2.8600174807515666e-34,-6.456108032358506e-34,,,,-2.978128035057096e-36,0.0019111804431435934,0.047049863837437034,0.010204863505180663,,,,0.0005431880347124531,928,480,1760
2280,1.1334717899056566e-34,-2.60691620919707e-34,-5.615254650743672e-34,,,,-2.5745345070200623e-36,0.010038375409898222,0.0642708057308145,0.029368758711435614,,,,0.001531538436279339,928,480,1760
2281,9.490928285236745e-35,-2.265723556257039e-34,-4.632610347042556e-34,,,,-2.1088623512862737e-36,0.016340465019538845,0.07543118426712454,0.043893738886470364,,,,0.0022825334246466063,928,480,1760
2282,7.47602132915199e-35,-1.8676293492779787e-34,-3.5798510369995855e-34,,,,-1.6142488485695415e-36,0.020792720578239464,0.08094527186622574,0.05379252660910905,,,,0.0027965457680133024,928,480,1760
2283,5.417566048197445e-35,-1.4415834893028394e-34,-2.5205007692198993e-34,,,,-1.1198903895106815e-36,0.023469874750863137,0.0814498386101471,0.05931628897308387,,,,0.003086044657876787,928,480,1760
2284,3.424598117371321e-35,-1.0132251183404107e-34,-1.5081070146062742e-34,,,,-6.502353137166418e-37,0.024525158801056036,0.07773327431114822,0.06089993083358836,,,,0.0031728919322585795,928,480,1760
2285,1.5852243782065277e-35,-6.041494765370572e-35,-5.852061322400653e-35,,,,-2.245428743735821e-37,0.024169128371647045,0.07066953636639738,0.059108076144331015,,,,0.003085642115969481,928,480,1760
2286,-3.4347343156949595e-37,-2.3149399739186988e-35,2.169978993525056e-35,,,,1.4322920598175254e-37,0.022649301493524347,0.061159224288183205,0.05458409840769174,,,,0.0028569728247986623,928,480,1760
2287,-1.3895362210660277e-35,9.218763263056495e-36,8.783412562554959e-35,,,,4.442563130376943e-37,0.020231437482842896,0.050079392798189175,0.04800406699141778,,,,0.0025213463445312306,928,480,1760
2288,-2.456089167987865e-35,3.588039166881563e-35,1.3889085287693172e-34,,,,6.744515492823031e-37,0.017183079137223844,0.03824305191993318,0.040036962807733396,,,,0.0021129764391253155,928,480,1760
2289,-3.2279852991702435e-35,5.644026562302221e-35,1.7478617052579026e-34,,,,8.33899773140413e-37,0.013759775422366867,0.026368694177998135,0.03131201398835905,,,,0.0016641481802490623,928,480,1760
2290,-3.714777082691824e-35,7.086953759738708e-35,1.9620094058893947e-34,,,,9.261767704166134e-37,0.010194207859585747,0.015059657812124289,0.022393533774011137,,,,0.001203914066919488,928,480,1760
2291,-3.938591254997452e-35,7.944773884433846e-35,2.044229373429572e-34,,,,9.57605915775699e-37,0.006688269065954181,0.004792695373165058,0.013763227244624384,,,,0.0007571678740711988,928,480,1760
2292,-3.9309932548992167e-35,8.269891535344984e-35,2.0118461688115397e-34,,,,9.364992866356263e-37,0.003407992081980226,-0.004085223257034624,0.005809583446094607,,,,0.00034407919717840117,928,480,1760
2293,-3.7298926430221434e-35,8.132600917696593e-35,1.8850517031971636e-34,,,,8.72423345135497e-37,0.0004811077848409531,-0.011353084153240144,-0.001176307766795117,,,,-2.014306506739933e-05,928,480,1760
2294,-3.3766361596243435e-35,7.614702035255022e-35,1.685439903046338e-34,,,,7.755215803455435e-37,-0.002003083638011893,-0.01690633283525348,-0.006999376814410627,,,,-0.0003252008889554269,928,480,1760
2295,-2.9134019925148503e-35,6.803582305833053e-35,1.4347095870347544e-34,,,,6.559184274238418e-37,-0.003991902710326326,-0.02074311655997081,-0.011554624495859431,,,,-0.0005654205997545725,928,480,1760
2296,-2.3809754849313586e-35,5.786981299211249e-35,1.153572529575128e-34,,,,5.232208101268091e-37,-0.00546595115489886,-0.022947651559758375,-0.014817652325108798,,,,-0.000739282764358386,928,480,1760
2297,-1.8169546047015785e-35,4.6485871468675447e-35,8.608875240858394e-35,,,,3.861261657260444e-37,-0.006434659935748886,-0.023672015074006517,-0.01683272389308681,,,,-0.0008488219580438062,928,480,1760
2298,-1.2544043690194357e-35,3.464547879751437e-35,5.730266877725765e-35,,,,2.52139099554542e-37,-0.006931128386422245,-0.02311752627354787,-0.017699356668184837,,,,-0.0008989475251278455,928,480,1760
2299,-7.209540654798793e-36,2.3009221228244881e-35,3.0346773246216837e-35,,,,1.2739308680991902e-37,-0.007006626851840004,-0.021516709523994856,-0.01755835190069642,,,,-0.0008967319909201435,928,480,1760
2300,-2.383101736145411e-36,1.212043078758907e-35,6.259574986955088e-36,,,,1.6569016405426324e-38,-0.0067250909543974955,-0.019116641826333748,-0.016578049100409907,,,,-0.0008507077536163383,928,480,1760
2301,1.778583072381028e-36,2.3972871829559597e-36,-1.4230965100338039e-35,,,,-7.710109491832414e-38,-0.006157882362583557,-0.016164286470211158,-0.014941451549049986,,,,-0.0007702056377519397,928,480,1760
2302,5.177168443312845e-36,-5.8675994468965024e-36,-3.0693127974994513e-35,,,,-1.5175921613399395e-37,-0.00537903284158787,-0.012894218059015724,-0.012834720363251865,,,,-0.0006647613360631991,928,480,1760
2303,7.768062551736324e-36,-1.250131759669376e-35,-4.296477509260616e-35,,,,-2.067904964473215e-37,-0.0044611290405169365,-0.00951895931072791,-0.010437385476751722,,,,-0.0005436081576932082,928,480,1760
2304,9.553917701029332e-36,-1.74398060037245e-35,-5.111765672283145e-35,,,,-2.426520902940091e-37,-0.003471938036100794,-0.00622198452526488,-0.007914479911919622,,,,-0.0004152672209724682,928,480,1760
2305,1.0576836319575873e-35,-2.0713372515378575e-35,-5.541592269967603e-35,,,,-2.606766401496064e-37,-0.002471820629793381,-0.003153303364714497,-0.005410674679528125,,,,-0.0002872395838487572,928,480,1760
2306,1.0909886786928186e-35,-2.242988678771489e-35,-5.627183123169127e-35,,,,-2.6286426258719916e-37,-0.001511932681760583,-0.0004274246385506225,-0.003046379827076303,,,,-0.00016579901924519162,928,480,1760
2307,1.0648461321483252e-35,-2.2756856706797182e-35,-5.420130433668666e-35,,,,-2.5167520693124205e-37,-0.0006331756418418455,0.0018765856898010334,-0.0009156852642724598,,,,-5.587936229004329e-05,928,480,1760
2308,9.901929662050361e-36,-2.1903457488496882e-35,-4.978155648793197e-35,,,,-2.2983334876745976e-37,0.00013417339667721133,0.0037132954634216467,0.000914055675705241,,,,3.895334565105026e-05,928,480,1760
2309,8.785954030849995e-36,-2.0103411380791505e-35,-4.3612559221075453e-35,,,,-2.0014849559204482e-37,0.0007702441626932695,0.005067720507783218,0.002401246388894536,,,,0.0001164563070638352,928,480,1760
2310,7.415738827588846e-36,-1.759942811917862e-35,-3.6283628520258534e-35,,,,-1.653632561105974e-37,0.0012648744059491242,0.005951143732574821,0.003527946478482656,,,,0.00017560698018857882,928,480,1760
2311,5.900397847910933e-36,-1.462972378803888e-35,-2.8345959316375445e-35,,,,-1.2802807500629902e-37,0.001616542647881997,0.006396308200994762,0.004296936933522537,,,,0.0002164562489018921,928,480,1760
2312,4.338536811620335e-36,-1.1416948820896153e-35,-2.0291503120179276e-35,,,,-9.040605553999114e-38,0.0018310452457274112,0.0064523243070280165,0.0047282322087489476,,,,0.0002399521498502619,928,480,1760
2313,2.8150729216282635e-36,-8.159682885552733e-36,-1.2538206352805988e-35,,,,-5.44074535705876e-38,0.0019200248946500762,0.006179590136997584,0.0048553021377699054,,,,0.0002477476776628661,928,480,1760
2314,1.3992483711465192e-36,-5.026501655707605e-36,-5.4213089892853104e-36,,,,-2.1552275591860704e-38,0.0018994476632920871,0.005644974874123436,0.004721238282896746,,,,0.00024200478326002776,928,480,1760
2315,1.437425580422723e-37,-2.152492252415976e-36,8.098483674319005e-37,,,,7.041724624998006e-39,0.001788112445816216,0.004917461496270825,0.00437506397217911,,,,0.00022520490235836604,928,480,1760
2316,-9.152512155503187e-37,3.620071795963094e-37,5.990244232156476e-36,,,,3.0649175603281187e-38,0.001606261489537043,0.00406439038635721,0.0038683477895404476,,,,0.00019997434973525354,928,480,1760
2317,-1.7571447895817586e-36,2.4507420579906937e-36,1.0033675256993964e-35,,,,4.890938066164617e-38,0.0013743445023090303,0.0031483926945303315,0.003252239294023512,,,,0.00016893082510691023,928,480,1760
2318,-2.375444022847581e-36,4.079295429925515e-36,1.2924242944084335e-35,,,,6.178503895547813e-38,0.001111972709393185,0.00222505367580186,0.0025750055239025455,,,,0.00013455521643164888,928,480,1760
2319,-2.7757845670906382e-36,5.241629127332663e-36,1.4705738357417468e-35,,,,6.951164113062336e-38,0.0008370839115382988,0.0013413035089174662,0.0018801092582707327,,,,9.909095331500144e-05,928,480,1760
2320,-2.9736853325262012e-36,5.955780080257643e-36,1.5469791625072558e-35,,,,7.25415589475061e-38,0.0005653257208574312,0.0005344974411425784,0.0012048364964314126,,,,6.447143214305005e-05,928,480,1760
2321,-2.9921767225659032e-36,6.259062012303337e-36,1.5343573626990114e-35,,,,7.148645917852022e-38,0.0003096521720137325,-0.00016788087906873284,0.0005794521734612527,,,,3.227455857208809e-05,928,480,1760
2322,-2.859441442509651e-36,6.203090441290692e-36,1.4477731738309393e-35,,,,6.706116628879538e-38,8.011910904215498e-05,-0.0007479791835132765,2.684034479862248e-05,,,,3.7022637961589323e-06,928,480,1760
2323,-2.6065827132705865e-36,5.8489060968810996e-36,1.3035119309814287e-35,,,,6.003151987001939e-38,-0.00011614373583545808,-0.0011968983967153516,-0.0004374318455191112,,,,-2.0418039017741657e-05,928,480,1760
2324,-2.265609785099424e-36,5.2624223706080004e-36,1.1180748470814459e-35,,,,5.116816196796589e-38,-0.00027481123035288013,-0.001513681062212026,-0.0008046982632864401,,,,-3.9613687040023466e-05,928,480,1760
2325,-1.8677053013587987e-36,4.510369768745617e-36,9.07326556316689e-36,,,,4.1207581823147517e-38,-0.000394122141080613,-0.0017040705290040064,-0.0010725035916828456,,,,-5.373263664676712e-05,928,480,1760
2326,-1.4418146305179311e-36,3.6568576633453475e-36,6.858124541066296e-36,,,,3.082117071086562e-38,-0.00047455048869744483,-0.0017791395175979997,-0.0012437174946292222,,,,-6.289898819793373e-05,928,480,1760
2327,-1.0135748279211635e-36,2.7606235459115472e-36,4.662521118951621e-36,,,,2.0592520680190084e-38,-0.0005184194963002996,-0.001753877167396098,-0.0013255287261155406,,,,-6.746204684419397e-05,928,480,1760
2328,-6.045811996230692e-37,1.872994543844413e-36,2.592053042522739e-36,,,,1.10027546818189e-38,-0.0005294865602194031,-0.0016458112778310874,-0.0013283884687620164,,,,-6.794249056718126e-05,928,480,1760
2329,-2.3197304520888393e-37,1.0365466595598898e-36,7.28991964453253e-37,,,,2.423312180359611e-39,-0.0005125244986819419,-0.0014737282743726462,-0.0012649634674698374,,,,-6.49787808957735e-05,928,480,1760
2330,9.16926670097573e-38,2.844149864458614e-37,-8.68008855909483e-37,,,,-4.884661578861992e-39,-0.0004729204229553369,-0.0012565384507075676,-0.0011491492191517772,,,,-5.92764312983499e-05,928,480,1760
2331,3.5832013478499847e-37,-3.5981651071438663e-37,-2.1629894277283582e-36,,,,-1.0765363452687014e-38,-0.0004163092415548861,-0.0010123191318046772,-0.000995182355362309,,,,-5.156218265031176e-05,928,480,1760
2332,5.639522098972831e-37,-8.817341913874672e-37,-3.140783764338424e-36,,,,-1.5158965001424185e-38,-0.00034825433412918893,-0.000757554295935775,-0.0008168800952922505,,,,-4.2544559765838124e-05,928,480,1760
2333,7.082951728244225e-37,-1.275321415505301e-36,-3.8043985633112406e-36,,,,-1.8089009976788166e-38,-0.00027398356210719043,-0.000506576456237887,-0.0006270238318854683,,,,-3.28817278630972e-05,928,480,1760
2334,7.94139104848898e-37,-1.5418946728922202e-36,-4.171916798335912e-36,,,,-1.9647725713230234e-38,-0.00019818471765469946,-0.0002712056431013417,-0.00043689400751055246,,,,-2.3157057215267895e-05,928,480,1760
2335,8.267195046611714e-37,-1.688848992624423e-36,-4.273156669317249e-36,,,,-1.9980314420061464e-38,-0.00012486090306695522,-6.05714021352471e-05,-0.0002559547811798486,,,,-1.3862356205777902e-05,928,480,1760
2336,8.130613035871772e-37,-1.7283057159207307e-36,-4.146291099715558e-36,,,,-1.9269168009717033e-38,-5.724328426541766e-05,0.00011890305872818908,-9.167981250616714e-05,,,,-5.388359601936898e-06,928,480,1760
2337,7.613406306472421e-37,-1.6757454555127308e-36,-3.8346016445899616e-36,,,,-1.7718800835442063e-38,2.243765379198094e-06,0.00026338008725046994,5.049509565151143e-05,,,,1.9782335179486344e-06,928,480,1760
2338,6.802930656785231e-37,-1.5486963650727575e-36,-3.3835058150854715e-36,,,,-1.554213030675505e-38,5.197190156707233e-05,0.00037137831446426437,0.00016711072540998983,,,,8.052087758951898e-06,928,480,1760
2339,5.786901547037842e-37,-1.3655337288359257e-36,-2.8379607349046273e-36,,,,-1.294856640366244e-38,9.106035830084968e-05,0.0004434638457053834,0.0002565351969161113,,,,1.2741971496208965e-05,928,480,1760
2340,4.648990485348522e-37,-1.144432282545383e-36,-2.240310709374631e-36,,,,-1.0134206726882215e-38,0.00011929832254683528,0.00048189011290396516,0.0003187484083032437,,,,1.6040012816227238e-05,928,480,1760
2341,3.4653359747947304e-37,-9.024983942436094e-37,-1.6286133359962153e-36,,,,-7.27428130439555e-39,0.00013704671157885055,0.0004902125556604909,0.0003550815961732736,,,,1.800856864927525e-05,928,480,1760
2342,2.301993529118498e-37,-6.5509592344609184e-37,-1.035449462678812e-36,,,,-4.517856534054106e-39,0.0001451275594362806,0.00047290130138786575,0.0003679321970874524,,,,1.876574468692643e-05,928,480,1760
2343,1.213298769820964e-37,-4.153677414709991e-37,-4.871974702242688e-37,,,,-1.9846942067677674e-39,0.00014470850172714598,0.0004349713558919737,0.00036047214097880494,,,,1.8470502226529042e-05,928,480,1760
